Quality	String
Other_simple	乌台诗案后，苏轼得宋神宗恩惠，未被斩首而贬于黄州，三年后，苏轼创作出“天下第三行书”什么书法作品？《寒食帖》
Other_simple	诗句“白雪纷纷何所似，撒盐空中差可拟，未若柳絮因风起。”分别是谁所吟？
Other_simple	宋朝词人王安石有三位亲属并称为“临川三王”分别是谁？
Other_simple	“一曲新词酒一杯。”这句词是化用了《长安道》中的“艳歌一曲酒一杯。”请问《长安道》是谁写的？
Other_simple	诗句：“八月偷照镜，十岁去踏青。十二学弹筝，十四藏六亲，十五泣春风。”是我国晚唐一位诗人对一位怀春少女的描写。请问这位诗人是谁？
Other_simple	民间传说中，在唐朝有个钦差大臣来到武康县了解民情，偶遇我国唐代一位出身微贱的著名诗人，这位官员讽刺他说：“小小青蛙穿绿衣。”这位诗人说道：“大大螃蟹着红袍。”这位官员不善罢甘休，又说：“小小猫儿寻食吃。”这位诗人说：“大大老鼠偷皇粮。”请问这位巧挫钦差大臣的著名诗人是谁？
Other_simple	根据张藉的《节妇吟》中记载，多情男送给女子的一件什么礼物？
Other_simple	在文学史上有“百代文宗”称号的是哪位诗人？
Other_simple	诗句：“执子之手，与子偕老。”出自《诗经 邶风》的哪位篇？
Other_simple	五个关键词猜一个人物：“剑客，钓鳌，捞月，吉尔吉斯斯坦，谪仙人。”
Other_simple	他出身名门望族，少有才名，深受著名学者蔡邕的赏识，是中国古代幕府当中一名佼佼者。他病逝之后，曹丕率众文士为其驴鸣送葬，曹植也著文悼念，名列建安七子之冠冕，请问他是谁？
Other_simple	“行到水穷处，坐看云起时。”出自王维的笔下。请问王维是在哪里隐居时写下的这首诗？
Other_simple	纳兰性德是清朝著名词人，请问他的绝笔之作是什么？
Other_simple	诗人赵师秀是在哪位季节写下了《约客》这首诗的？
Other_simple	苏轼写的：“寄蜉蝣于天地，渺沧海之一粟。”出自他的什么作品？
Other_simple	山涛酒量犹大，每次饮酒却适量而止，《晋书》中有明确的数字记载其酒量，此数字单位为“斗”，是几斗？
Other_simple	“酒入豪肠，七分化作月光，剩下的三分啸成了剑气，绣口一吐，就是半个盛唐。”是谁赞美“杀人嫌疑犯”李白的诗作？
Other_simple	后蜀女诗人花蕊夫人是谁的妃子？
Other_simple	诗句“郑袖娇娆酣似醉，屈原憔悴去如蓬。”出自何人之手？
Other_simple	李清照二十五岁时与赵明诚居青州，时自称居所曰“归来堂”，所居卧室曰“易安居”，“易安居士”号遂始于此，当时有一名暗恋或欣赏易安居士的文学家住“归来园”，号“归来子”，请问他是谁？
Other_simple	唐代哪位诗人的别号是“樊川居士”？
Other_simple	“一饮五百年，一醉三千秋。却驾白凤骈斑虬，下与麻姑戏玄州。”是哪位古代著名文人的酒后诗作？
Other_simple	诗句“笑尽一杯酒，杀人都市中。”出自哪位诗人的哪首诗？
Other_simple	古代“蜀中四大才女”中的黄秀眉是谁的妻子？
Other_simple	中国古代的“蜀中四大才女”分别是谁？
Other_simple	成语“遵养时晦”最早出自于《诗经》，请问是《诗经》中的哪一篇？
Other_simple	诗句：“莫长当年长恨歌，人间亦自有银河。”是出自何人之手？
Other_simple	“已然看到梦中人，小鹿怎能不乱撞。”译文为《诗经.国风.郑风》里的哪两句？
Other_simple	晁补之所属的文学集团中，最后去世的那位是谁？
Other_simple	王维有一首诗叫《送元二使安西》，请问该诗名的正确句逗是？
Other_simple	王摩诘《使至塞上》：“萧关选候骑，都护在燕然。”请问这首诗引用的典故是什么？
Other_simple	张辉瓒死后，被标榜成“反共大英雄”、“剿赤大勇士”，蒋中正更是给其墓碑题上四个大字，这四个字是？
Other_simple	清代中叶的“乾隆三大家”或“江右三大家”分别是谁？
Other_simple	“浊酒一杯家万里，燕然未勒归无计。”词出范仲淹名作，词作题目是？
Other_simple	《诗经》：“她是齐侯的女儿，她是卫侯的新娘，她是太子的阿妹，她是邢侯的小姨，谭公又是她姊丈。”“她”即是“巧笑倩兮，美目盼兮”的美人，她是谁？
Other_simple	“妹妹今天嫁人啦，哥哥送我去南方呀。”译文为庄姜《国风.邶风.燕燕》原句是？
Other_simple	“快回去吧，家里的地木有人种，为什么不回去？”译文为某赋文的句子，此赋文名称是？
Other_simple	诗句：“年年不带看花眼，不是愁中即病中。”出自何人之手？
Other_simple	诗句：“凭寄还乡梦，殷勤入故园。”出自何人之手？
Other_simple	诗句：“杨花榆荚无才思，惟解漫天作雪飞。”出自何人之手？
Other_simple	李贺的《雁门太守行》是几岁时所作的？
Other_simple	一位君王晚年亲征高丽，取道碣石，路经秦皇岛，写下了著名的《春日望海》，请问这位君王是谁？
Other_simple	清代词人纳兰性德的父亲是谁？
Other_simple	郑板桥画的最多的画是什么？
Other_simple	刘禹锡笔下的“石头城”是今天的哪个地方？
Other_simple	《赠薛涛》是出自何人之手？
Other_simple	陆游一共有几个儿子？
Other_simple	《诗经》中的哪一部分是地方民歌？
Other_simple	诗句“偷得浮生半日闲。”出自何人之手？
Other_simple	中国的寒食节是为了纪念谁而命名的？
Other_simple	词人李煜的父亲是谁？
Other_simple	“红笺”的制造者是哪位女诗人？
Other_simple	诗句：“他山之石，可以攻玉。”出自哪里？
Other_simple	陆游一共有七个儿子，请问分别叫什么？
Other_simple	在中国歌谣里，钓鱼这是男女求偶的象征隐语。有一首诗这样写道：“竹竿何袅袅，鱼尾何簁簁。”这里就用隐语来表示男女相爱的幸福，那么这句诗出自哪部作品？
Other_simple	诗句“人生识字忧患始。”出自谁的笔下？
Other_simple	“士之耽兮，犹可说也。女之耽兮，不可说也。”出自《诗经》的哪一篇？
Other_simple	他的是一生是在国家危亡，民生多艰的日子里度过的。亡国后毅然隐居不仕，他在宋季词坛上独标一格，采用“待把旧家风景。”写成闲话的方式，抒发“故国之思，山河之恸。”因“红了樱桃，绿了芭蕉。”一句得名樱桃进士的他创作了《虞美人 听雨》。请问他是谁？
Other_simple	“女子弄文诚可罪，那堪咏月更吟风。磨穿铁砚非吾事，绣折金针却有功。”这首《自责诗》看上去好像是批判女子吟风弄月，其实是用反讽的方式，来表达这种观念的不满，请问是哪位女诗人的不满？
Other_simple	上官体是唐代诗歌史上第一个以个人命名的诗歌风格的称号，属于宫廷诗风，请问这是以谁的名字来命名的？
Other_simple	《红楼梦》中谁做过点绛唇，谁提过点绛唇？
Other_simple	《红楼梦》中寿怡红群芳开夜宴，芳官唱了谁的曲子？
Other_simple	屈原的诗句：“举世皆浊我独清，众人皆醉我独醒。”出自《楚辞》哪篇？
Other_simple	“夫君子之心也，修乎已不病乎人，晦其用不曜于众，时来则应，物来则济。”这是史上第一个悼念屈子的人的作品，他是？
Other_simple	“他是中国文学家的老祖宗。”这是谁对屈原的至高评价？
Other_simple	“百金买骏马，千金买美人，万金买高爵，何处买青春。”请问这是谁的诗句？
Other_simple	“唐宋八大散文家”父子文人里的父亲是？
Other_simple	苏东坡诗云：“十八新娘八十郎，苍苍白发对红妆。鸳鸯被里成双夜，一树梨花压海棠。”这名被取笑的好友是？
Other_simple	“琵琶弦上说相思，当时明月在，曾照彩云归。”请问这首词的词牌名叫什么？
Other_simple	晏几道写的：“梦入江南烟水路，行尽江南，不与离人遇。”请问这首词的词牌名是什么？
Other_simple	作为金龟婿来源诗句“无端嫁得金龟婿，辜负香衾事早朝。”的作者是谁的女婿？
Other_simple	“这夏天的天气吖，这头阳光灿烂，那头却雨水绵绵。”请问这段译文是刘禹锡哪句诗句？
Other_simple	苏轼：“其实啊，没有刮风，也没有下雨，更没有晴天。”这首词的词牌是？
Other_simple	“琵琶弦上说相思，当时明月在，曾照彩云归。”这首最美《临江仙》之一的作者与所寄赠之人分别是？
Other_simple	“宋玉这货啊，人长得帅，口才又好，而且很喜欢女色，大王不要让他出入后宫才是。”这是谁向楚襄王说的宋玉的诋毁？
Other_simple	诗句“后人哀之而不鉴之，亦使后人而复哀后人也。”出自哪部作品？
Other_simple	元稹《石城莫愁女》中写道：“独自楼台对公子，晚风秋水落芙蕖。”作者最喜欢的花是？
Other_simple	与宋玉同时代，先后受过屈原、宋玉、景差指导歌舞、即《阳春白雪》的最早演唱者是哪个女神？
Other_simple	“梅须逊雪三分白，雪却输梅一段香。”诗文作者是？
Other_simple	卢梅坡的“梅坡”二字仅为其自号，其生平事迹不详，《全宋诗》无传，只载他有一灰常好的基友，此基友是？
Other_simple	同贾奕一般吃宋徽宗醋而望师兴叹的还有周邦彦，周邦彦被尊为格律派宗师，他的别号是？
Other_simple	“沧浪之水清兮，可以濯吾缨；沧浪之水浊兮，可以濯吾足。”出自屈原的什么作品？
Other_simple	“我想到花草树木已由盛到衰，恐怕自己身体逐渐衰老。”这段译文是屈原写的《离骚》中的哪一句？
Other_simple	“屈原啊，来吧！回来吧！二十四桥哀伤地难以忘情，回来吧，回来吧！”译文为屈原名句哪句？
Other_simple	“屈子啊，你将会与天地一样长的寿命，与太阳和月亮一样的光明。永远滴活在中国人的心中。”这是《涉江》的一段译文，请问原句是什么？
Other_simple	“沧浪的水如果是清的，可以用来洗我的帽子，沧浪之水如果是浑浊的，可以用来洗我的脚。”该译文出自屈原《渔父》的哪一句诗句？
Other_simple	张先有一句词：“天不老，情难绝。心似双丝网，中有千千结。”请问它的词牌名是什么？
Other_simple	宋代词人侯蒙曾写过：“当风轻借力，一举入高空。”请问它的词牌叫什么？
Other_simple	李白的长子叫李伯禽，请问他的小名叫什么？
Other_simple	“行行重行行，与君生别离。”此句出处作品的编辑作者是？
Other_simple	诗句：“莫长当年长恨歌，人间亦自有银河。”出自何人之手？
Other_simple	清代诗人袁枚有三位妹妹都是才女，她们并称为“袁家三妹”，请问她们分别是谁？
Other_simple	“风乍起，吹皱一池春水。”出自何人之手？
Other_simple	据朱熹考证，中国古代第一位女诗人是谁？
Other_simple	被称为杜甫“生平第一快诗”的是哪首诗？
Other_simple	中国文学史上“第一个大量写饮酒诗的诗人”是哪一位？
Other_simple	第一次用“豪放”一词来评词的是哪位词人？
Other_simple	《诗经》中的《风》又分十五国风，请问十五国分别是什么？
Other_simple	我国文学史上的第一篇“长篇叙事诗”是什么？
Other_simple	中国著名学者沈德潜称哪部文学作品为“古今第一长诗”？
Other_simple	我国现存的“第一首完整的山水诗”是哪位诗人的哪首作品？
Other_simple	王勃写的《滕王阁诗》中的“滕王”叫什么名字？
Other_simple	“门掩黄昏，无计留春住。”出自欧阳修之手。请问它的词牌名是什么？
Other_simple	“惜春长怕花开早，何冲落红无数。”出自何人之手？
Other_simple	“惜春更把残红折，雨轻风色暴，梅子青时节。”出自何人之手？
Other_simple	“夕阳无限好，只是近黄昏。”出自哪位诗人哪首作品？
Other_simple	自称“好读书”但又“不求甚解”的是哪位诗人？
Other_simple	曹操《短歌行》中写道：“我有嘉宾，鼓瑟吹笙。”最早是出自于《诗经》，请问是《诗经》的哪一篇章？
Other_simple	汉代文学家司马相如的小名叫什么？
Other_simple	《宋词三百首》一共有多少首作品？
Other_simple	诗句：“为他人做嫁衣裳”是出自何人之手？
Other_simple	唐代哪位诗人因“好用数目作诗”而被称为“算博士”？
Other_simple	“绿绮琴”是汉代哪位文学家创制的？
Other_simple	“归来子”是宋朝哪位词人的称号？
Other_simple	“谢公履”是哪位诗人发明的？
Other_simple	《孔雀东南飞》中的刘兰芝是如何自尽的？
Other_simple	“白堤”一词是为了纪念唐代哪位诗人？
Other_simple	“寒酸夫子”指的是哪位诗人？
Other_simple	“曹七步”指的是哪位诗人？
Other_simple	《唐诗三百首》中的第一首诗是哪位诗人的诗？
Other_simple	诗句：“贫贱夫妻百事哀。”是出自何人之手？
Other_simple	唐代四大女诗人中哪位是女道士？
Other_simple	诗句：“纸上得来终觉浅，绝知此事要躬行。”出自哪位诗人的哪首作品？
Other_simple	“赐金放还”指的是唐代哪位诗人？
Other_simple	“青峰居士”是南唐哪位词人的称号？
Other_simple	“梦得”是唐代哪位诗人的字？
Other_simple	诗句：“欲填沟壑唯疏放，自笑狂夫老更狂。”出自何人之手？
Other_simple	诗句：“黄钟毁弃，瓦釜雷鸣。”出自哪位诗人之手？
Other_simple	诗句：“丈夫五十功未立，提刀独立顾八荒。”出自哪位诗人之手？
Other_simple	杜甫是杜审言的什么人？
Other_simple	唐代诗人贾岛是哪个诗派的诗人？
Other_simple	唐朝时期的苦吟派诗人的代表分别是谁？
Other_simple	诗句：“长相思兮长相忆，短相思兮无穷极。”出自何人之手？
Other_simple	所有词牌中字数最多的是哪一个？
Other_simple	诗句：“缀玉联珠六十年，谁教冥路作诗仙。”这是唐宣宗给哪位诗人的凭吊诗？
Other_simple	宋代词人当中，谁现存的词作是最多的？
Other_simple	“不炼金丹不坐禅，不为商贾不耕田。闲来写就青山卖，不使人间造孽钱！”请问这首诗出自何人之手？
Other_simple	诗句：“兰叶春葳蕤，桂华秋皎洁”。出自何人之手？
Other_simple	“几曾识干戈 垂泪对宫娥。”出自何人之手？
Other_simple	韩愈位列唐宋八大家之首，被宋代哪位词人谁称为“文起八代之衰”？
Other_simple	“休休！这回去也，千万遍阳关，也则难留。”词牌名是？
Other_simple	“几曾识干戈 垂泪对宫娥。”出自南唐后主李煜之手，请问它的词牌名叫什么？
Other_simple	“茕茕子立，形影相吊”出自哪部作品？
Other_simple	“菩提本无树，明镜亦非台，本来无一物，何处惹尘埃。”出自何人之手？
Other_simple	“桑之未落，其叶若沃。”出自《诗经》的哪一篇？
Other_simple	出色的文人总是得到盛誉，请问唐代哪位诗人被称为“诗家夫子”？
Other_simple	宋朝哪位词人被称为“文圣”？
Other_simple	中国古代哪位文学家被称为“太康之英”？
Other_simple	在王之涣的《登鹳雀楼》中，请问鹳雀楼在我国哪个省？
Other_simple	古龙小说《圆月弯刀》中的青青的那柄魔刀上刻着一句诗“小楼一夜听春雨”，请问这是哪个诗人的哪首诗？
Other_simple	北宋五子分别是指谁？
Other_simple	唐代诗人李白的诗风是什么？
Other_simple	诗句：“吾爱盂夫子，风流天下闻。”出自何人之手？
Other_simple	标志着北宋诗文革新运动最高成就的作家是谁？
Other_simple	《诗经》中的风、雅、颂是按什么来划分的？
Other_simple	“文章千古事，得失寸心知”是唐代哪位诗人的名句？
Other_simple	“业精于勤，荒于嬉。”是唐代哪位诗人提出来的思想？
Other_simple	“八卦炉中逃大圣，五行山下定心猿。”这副对联是哪部章回小说的目录？
Other_simple	被后人称为“南曲之宗”的作品是什么？
Other_simple	元曲在元代被称作什么？
Other_simple	宋代最早提倡复古和文体复古的代表人物是谁？
Other_simple	《离骚》在诗歌形式上所属的体式是什么？
Other_simple	刘禹锡的《酬乐天扬州初逢席上见赠》所属的诗歌类型是什么？
Other_simple	杜牧的诗句：“商女不知亡国恨，隔江犹唱后庭花。”请问它的诗歌类型是什么？
Other_simple	钟惺《浣花溪记》中所写的浣花溪位于现在的哪里？
Other_simple	古诗词有个词叫“弱冠”，常用来指代成年男子。请问“弱冠”这个词是指成年男子多少岁？
Other_simple	“础盼遗光彩，长啸气若兰。”出自何人之手？
Other_simple	诗句：“人生飘忽百年内，且须酣畅万古情。”出自何人之手？
Other_simple	诗句：“中野何萧条，千里无人烟。”出自何人之手？
Other_simple	诗句：“新丰美酒斗十千，咸阳游侠多少年。”出自何人之手？
Other_simple	诗句：“白骨露于野，千里无鸡鸣。”出自何人之手？
Other_simple	成语：“白云苍狗”出自于杜甫的一句诗：“天上浮云如白衣，期须变幻如苍狗。”请问这句诗出自哪里？
Other_simple	《诗经》中最长的一首叙事诗是哪一首？
Other_simple	《诗经》中最长的一首诗是哪一首？
Other_simple	《诗经》中最短的一首诗是哪一首？
Other_simple	《唐诗三百首》中一共收录了多少位诗人的诗？
Other_simple	《唐诗三百首》中一共有多少首诗？
Other_simple	明末清初江南地区南京秦淮河畔的八位才艺名妓，史称为“秦淮八艳”，分别是哪些人？
Other_simple	“杨柳杨花皆可恨，相思无奈雨丝丝。”出自何人之手？
Other_simple	杜甫在《咏情古迹》中写道：“摇落深知宋玉悲。”中的“摇落”二字引用了宋玉的悲秋之作：“萧瑟兮草木摇落而变衰”。请问是宋玉的什么作品？
Other_simple	成语“炙手可热”出自一首唐诗：“炙手可热势绝伦，慎莫近前丞相嗔。”请问这句诗出自哪位诗人哪首作品？
Other_simple	词牌名“青玉案”来自于一句诗：“美人赠我锦绣段，何以报之青玉案。”请问这是谁的作品？
Other_simple	“斗洒学士”指的是谁？
Other_simple	“生长在淤泥中，而不被污泥所污染。”请问该译文是周敦颐的《爱莲说》中哪一句？
Other_simple	“如何让你遇见我，在我最美丽的时刻。”这是出自谁的哪首作品？
Other_simple	“帝子降兮北渚，目眇眇兮愁予。”出自《九歌》中的哪一篇？
Other_simple	诗人余光中把“乡愁”比喻成哪四种事物？
Other_simple	“东皋子”是初唐哪位诗人的号？
Other_simple	名句：“书到用时方恨少，事非经过不知难。”出自何人之手？
Other_simple	北宋词人周敦颐最喜欢的花是什么花？
Other_simple	“濂溪先生”指的是谁？
Other_simple	唐代哪两位诗人并称为“韩柳”？
Other_simple	被誉为“词国皇后”的是哪位词人？
Other_simple	诗句：“为人性僻耽佳句，语不惊人语不休。”出自何人之手？
Other_simple	《九歌》中的《湘夫人》与哪一篇是姊妹篇？
Other_simple	诗句：“我有迷魂招不得，雄鸡一唱天下白。”出自何人之手？
Other_simple	“五言律诗”的鼻祖是唐代哪位诗人？
Other_simple	诗句：“凡读我诗者，心中须护净。悭贪继日廉，谄曲登时正。”出自何人之手？
Other_simple	我国文学史上第一位写悲秋的文人是谁？
Other_simple	我国文学史上第一个大胆描写女性的文人是谁？
Other_simple	诗句：“经时未架却，心绪乱纵横。”出自何人之手？
Other_simple	东晋才女谢道韫是哪位著名书法家的儿媳妇？
Other_simple	“诗经三百篇，莫若《大雅·嵩高篇》云，吉甫作颂，穆如清风。 仲山甫永怀，以慰其心。”这是东晋哪位才女说的？
Other_simple	中国古代“魏晋三大才女”分别是谁？
Other_simple	“悲莫悲兮生别离，乐莫乐兮新相知。”出自《楚辞 九歌》中的哪一篇？
Other_simple	纳兰性德写的：“一生一代一双人，争教两处销魂。”请问这句词的词牌名是什么？
Other_simple	诗句“今朝有酒今朝醉。”出自哪位诗人的哪首作品？
Other_simple	易安体是哪位词人所创作的？
Other_simple	“杜拾遗”指的是唐代哪位诗人？
Other_simple	“桃花庵主”指的是哪位才子？
Other_simple	“种豆南山下，草盛豆苗稀。”出自何人之手？
Other_simple	京师大学堂是北京大学的前身，其大堂有一副对联为学堂管学大臣张百熙撰写。上联为：“学者当以天下国家为己任。”下联为：“我能拔尔抑塞磊落之奇才。”请问下联出自唐代哪位诗人之手？
Other_simple	中国古代有“辞宗”和“赋圣”称号是哪位文人？
Other_simple	“杜十三”指的是唐代哪位诗人？
Other_simple	“柳柳州”指的是唐代哪位诗人？
Other_simple	“河东先生”指的是唐代哪位诗人？
Other_simple	“物是人非事事休，欲语泪先流。”请问这是哪位词人的哪首词？
Other_simple	“思念令人老，轩车来何迟？”出自《古诗十九首》的哪一篇？
Other_simple	诗句：“渡头余落日，墟里若孤烟。”出自何人之手？
Other_simple	元妃省亲当晚姐妹们奉命题诗，其中《世外仙源》是谁所作？
Other_simple	《红楼梦》中的戏段《相约》出自于哪部元曲？
Other_simple	唐代开元时期的“竹溪六逸”分别是哪些人？
Other_simple	西晋太康时期有一个文学政治团体叫“金谷二十四友”。请问分别是哪些人？
Other_simple	据《五柳先生传》的记载，陶渊明的“三大志趣”是什么？
Other_simple	“有人笑我诗，我诗合典雅。”出自哪位诗人之手？
Other_simple	苏东坡悼亡王弗词源于夜梦，据词序载，夜梦时间是几月初几？
Other_simple	“中原有菽，庶民采之。螟蛉有子，蜾蠃负之。教诲尔子，式谷似之。”出自哪部作品？
Other_simple	“白圭之玷，尚可磨也。斯言之玷，不可为也。”出自哪里？
Other_simple	“如果我爱你，绝不像攀援的凌霄花，借你的高枝炫耀自己。”出自哪位诗人的哪首作品？
Other_simple	唐代哪位诗人因相貌奇异，有“温钟馗”之称？
Other_simple	诗句：“竹柏禅庭古，楼台世界稀。”出自何人之手？
Other_simple	诗句：“律仪通外学，诗思入禅关。”出自何人之手？
Other_simple	诗句：“义公习婵寂，结字依空林。”出自何人之手？
Other_simple	“击石乃有火，不击元无烟。人学始知道，不学非自然。万事须己运，他得非我贤。青春须早为，岂能长少年。”出自哪位诗人之手？
Other_simple	“力不如力耕，勤惰尔自知。”出自哪位诗人的哪首作品？
Other_simple	“春日宴，绿酒一杯歌遍，再拜陈三愿。”出自冯延巳的哪首作品？
Other_simple	冯延巳的词：“几日行云何处去，忘却归来。”请问它的词牌叫什么？
Other_simple	辛弃疾的词：“壮岁旌旗拥万夫，锦檐突骑渡江初。”请问它的词牌名叫什么？
Other_simple	韩愈有一首作品叫《祭十二郎文》。请问韩愈和十二郎是什么关系？
Other_simple	《板》、《荡》是《诗经 大雅》的诗篇，后世多以板荡连用代指政局混乱或者社会动荡。那么“疾风知劲草，板荡识诚臣。”请问出自何人之手？
Other_simple	“戍卒叫，函谷举。楚人一炬，可怜焦土。”出自哪部作品？
Other_simple	豫州称中原，请问诗句：“得中原者得天下，实现中国梦需要中原更出彩。”出自何人之手？
Other_simple	“天涯地角有穷时，只有相思无尽处。”的词牌名是什么？
Other_simple	辛弃疾的词：“千古兴亡多少事，悠悠。不尽长江滚滚流。”请问它的词牌名是什么？
Other_simple	“玉楼春”的词谱出自哪名五代词人作品？
Other_simple	词牌名“南乡子”自创于花间派诗人的哪位诗人？
Other_simple	“浪漫”二字的最早出自于一首诗：“年来转觉此生浮，又作三吴浪漫游。”请问诗文作者是谁？
Other_simple	、“有一美人兮，见之不忘。一日不见兮，思之如狂。”作者说法除司马相如外，还有一种说法说这篇《凤求凰》作者是谁？
Other_simple	王实甫：“碧云天，黄花地，西风紧，北雁南飞。晓来谁染霜林醉？总是离人泪。”请问曲牌名叫什么？
Other_simple	晏几道有词云：“梦入江南烟水路，行尽江南，不与离人遇。”请问词牌名是什么？
Other_simple	辛弃疾的词“举头西北浮云”取自于一首诗的诗句：“西北有浮云”，请问这句诗是谁的作品？
Other_simple	峨眉能代表一个男子的才学的美好是从谁开始？
Other_simple	《花间集》大多数内容是什么？
Other_simple	唐代哪两位苦吟诗人并称为“姚贾”？
Other_simple	晚唐诗人姚合的诗歌风格是什么？
Other_simple	浙江温州的江心寺有一幅对联：“云朝朝，朝朝朝，朝朝朝散；潮长长，长长长，长长长消。”请问这幅对联是出自哪位状元之手？
Other_simple	《武功县中作三十首》是谁的作品？
Other_simple	“酒入愁肠，化用相思泪。”出自何人之手？
Other_simple	“过尽千帆皆不是，斜晖脉脉水悠悠，肠断白苹洲。”出自何人之手？
Other_simple	“肠已断，泪难收，相思重上小红楼。”出自何人之手？
